Title,Price,Marque,Modele,Kilometrage,Mise_en_circulation,Energie,Boite_vitesse,Puissance_fiscale,Puissance_ch,Transmission,Carrosserie,Etat_general,Proprietaires,Gouvernorat,Couleur_exterieure,Couleur_interieure,Sellerie,Nombre_places,Nombre_portes,Cylindree,Equipements,Date_annonce,URL
Volkswagen Golf 7 1.2 TSI 16V Blue Motion DSG7 S&S 105 cv Boîte Auto,46500 DT,Volkswagen,Golf 7,217 000,6.2015,Essence,Automatique,6.0,105.0,Traction,Berline,Très bon,,La,Noir,Marron,Cuir,5,4,1197.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Bluetooth, Caméra de recul, Feux à LED, Jantes en alliage, Navigation, Radar de recul, Sièges chauffants, Sièges électriques, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/122938
Peugeot 2008 Active Pack 1.2 THP Puretech 12V EAT6 S&S 130 cv Boîte auto,64500 DT,Peugeot,2008,65 000,11.2021,Essence,Automatique,7.0,130.0,Traction,SUV,Très bon,1ère main,Ben Arous,Blanc,Noir,Tissu,5,5,1199.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/peugeot/2008/121623
Ford Mustang Extended Range AWD 337 cv Boîte auto,195000 DT,Ford,Mustang,40 000,11.2022,Electrique,Automatique,8.0,337.0,Intégrale,SUV,Très bon,1ère main,Tunis,Noir,Noir,Cuir,5,5,,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/ford/mustang/122935
BMW Série 7 Pure Excellence,275000 DT,BMW,,120 000,10.2021,Essence,Automatique,15.0,184.0,Propulsion,Berline,Très bon,1ère main,Tunis,Noir,Marron,Cuir,5,4,1998.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/bmw/serie-7/120403
Hyundai Tucson Executive 2.0 CRDi 16V 4WD 140 cv,47000 DT,Hyundai,Tucson,183 000,12.2007,Diesel,Manuelle,9.0,140.0,Intégrale,SUV,Très bon,,Bizerte,Noir,Marron,Cuir,5,5,1999.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, ESP, Fermeture centralisée, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/hyundai/tucson/122031
Audi A4 Attraction 1.8 TFSi 16V 120 cv,47000 DT,Audi,A4,180 000,12.2012,Essence,Manuelle,7.0,120.0,Traction,Berline,Très bon,,Sfax,Blanc,Noir,Tissu,5,4,1798.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/audi/a4/122917
Mazda 6,68000 DT,Mazda,6,100 400,3.2018,Essence,Automatique,8.0,120.0,Traction,Berline,Très bon,1ère main,Ariana,Autre,Beige,Cuir,5,4,1998.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges électriques, Toit ouvrant, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mazda/6/122325
Land Rover Range Rover Evoque Pure 2.2 TD4 16V DPF 4WD 150 cv,85000 DT,Land Rover,Range Rover Evoque,120 000,12.2011,Diesel,Manuelle,8.0,150.0,Intégrale,SUV,Très bon,1ère main,Tunis,Blanc,Noir,Cuir,5,5,2200.0,"Android Auto, Bluetooth, Navigation, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique",31.01.2026,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/122876
Citroën C4 Dynamique Plus 1.4 VTi 16V 95 cv,32000 DT,et du,C4,220 000,9.2013,Essence,Manuelle,6.0,95.0,Traction,Berline,Très bon,,Tunis,Noir,Noir,Tissu,5,5,1397.0,"Bluetooth, Sièges chauffants, Sièges électriques",31.01.2026,https://www.automobile.tn/fr/occasion/citroen/c4/122930
MG ZS Luxe 1.5 L 114 cv Boîte auto,57000 DT,MG,ZS,74 000,12.2019,Essence,Automatique,7.0,114.0,Traction,SUV,Très bon,1ère main,Ariana,Bleu,Gris,Similicuir,5,5,1498.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, ESP, Fermeture centralisée, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mg/zs/122929
Audi A6 S-Line,235000 DT,Audi,A6,19 000,12.2023,Hybride,Automatique,11.0,245.0,Traction,Berline,Très bon,1ère main,Tunis,Noir,Marron,cuir,5,4,1984.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, GPS, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/audi/a6/122844
Porsche Cayenne Coupé S 2.9 V6 24V AWD 440 cv boite auto,530000 DT,Porsche,,26 000,2.2022,Essence,Automatique,33.0,440.0,Intégrale,SUV,Très bon,1ère main,Tunis,Rouge,Autre,Similicuir,5,4,2894.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, GPS, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/porsche/cayenne-coupe/122928
Mercedes-Benz GLB AMG 200 1.4 i 16V 7G-TRONIC 163 cv Boîte auto,170000 DT,Mercedes-Benz,GLB,35 000,5.2021,Essence,Automatique,9.0,163.0,Traction,SUV,Très bon,1ère main,Sfax,Blanc,Noir,Similicuir,5,5,1332.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/glb/122927
Volkswagen Tiguan Access,68000 DT,Volkswagen,Tiguan,156 000,10.202,Essence,Automatique,8.0,130.0,Traction,SUV,Très bon,1ère main,Tunis,Blanc,Noir,Tissu,5,5,1395.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Direction assistée, Fermeture centralisée, Jantes en alliage, Ordinateur de bord, Phares LED, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/122926
Hyundai Grand i10 High Grade 1.2 83cv boite auto,50000 DT,Hyundai,Grand i10,36 000,7.2021,Essence,Automatique,5.0,83.0,Traction,Compacte,Très bon,,Sfax,Noir,Noir,Tissu,5,4,1197.0,"ABS, Airbags frontaux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Direction assistée, ESP, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/122924
Mercedes-Benz Classe C AMG + 180 d 122ch 9G-Tronic,139000 DT,Mercedes-Benz,Classe C,189 000,1.2019,Diesel,Automatique,7.0,122.0,Propulsion,Berline,Très bon,1ère main,Tunis,Noir,Gris,Alcantara,5,4,1597.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/121971
Hyundai Grand i10 High Grade 1.2 83cv,50700 DT,Hyundai,Grand i10,20 000,4.2024,Essence,Manuelle,5.0,83.0,Traction,Citadine,Très bon,1ère main,Ben Arous,Vert,Noir,Tissu,5,5,1197.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Direction assistée, ESP, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/122649
Mercedes-Benz Classe E Exclusive 180 1.5 16V 9G-TRONIC 156 cv Boite auto,120000 DT,Mercedes-Benz,Classe E,105 000,9.2018,Essence,Automatique,9.0,156.0,Propulsion,Berline,Très bon,1ère main,Sfax,Noir,Marron,Similicuir,5,4,1497.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Toit ouvrant, Toit panoramique, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/122922
Mercedes-Benz Classe A Berline AMG 180 1.3 Ti 16V 7G-DCT 136 cv Boîte auto,110000 DT,Mercedes-Benz,Classe A Berline,17 000,10.202,Essence,Automatique,7.0,136.0,Traction,Berline,Très bon,1ère main,Sfax,Blanc,Noir,Alcantara,5,4,1332.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a-berline/122904
KIA Picanto GT-Line 1.2 MPi 16V 85 cv Boîte auto,43000 DT,KIA,Picanto,72 000,6.202,Essence,Automatique,5.0,85.0,Traction,Citadine,Très bon,1ère main,Gabes,Noir,Noir,Similicuir,5,5,1248.0,"ABS, Airbags frontaux, Android Auto, Apple Carplay, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Vitres électriques",31.01.2026,https://www.automobile.tn/fr/occasion/kia/picanto/122920
Volvo EX30 Core Single Motor 272 cv Boîte auto,102000 DT,Volvo,EX30,12 000,10.2024,Electrique,Automatique,5.0,272.0,Propulsion,SUV,Très bon,1ère main,Tunis,Gris,Autre,Similicuir,5,5,,"ABS, Airbags frontaux, Airbags latéraux, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/volvo/ex30/118780
Volvo XC40 Ultimate Dark B3 2.0 16V Mild-Hybrid DKG7 163 cv Boîte auto,185000 DT,Volvo,XC40,23 000,3.2024,Hybride,Automatique,9.0,163.0,Traction,SUV,Très bon,1ère main,Tunis,Noir,Noir,Cuir,5,5,1969.0,"ABS, Airbags frontaux, Airbags latéraux, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/volvo/xc40/122315
Ford Ecosport Titanium 1.0 SCTi EcoBoost 12V S&S 125 cv,68700 DT,Ford,Ecosport,54 000,10.2022,Essence,Manuelle,7.0,125.0,Traction,SUV,Très bon,1ère main,Tunis,Bleu,Noir,Cuir,5,5,998.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/ford/ecosport/122875
KIA Picanto LX 1.2 DPI 16V BVR5 ISG 84 cv Boîte auto,44000 DT,KIA,Picanto,77 000,11.2021,Essence,Automatique,4.0,84.0,Traction,Citadine,Très bon,1ère main,Ariana,Gris,Noir,Tissu,5,5,1197.0,"ABS, Airbags frontaux, Android Auto, Apple Carplay, Bluetooth, Climatisation, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/kia/picanto/122704
Seat Leon Référence 1.2 TSI 16V 110 cv,35000 DT,Seat,Leon,205 000,11.2014,Essence,Manuelle,5.0,110.0,Traction,Berline,Très bon,1ère main,Tunis,Gris,Gris,Tissu,5,5,1197.0,"ABS, Airbags frontaux, Airbags latéraux, Apple Carplay, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, GPS, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Sièges électriques, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/seat/leon/122525
Dacia Sandero Stepway Expression 1.0 L 100 cv,52000 DT,Dacia,Sandero Stepway,50 110,7.2021,Essence,Manuelle,5.0,100.0,Traction,SUV,Très bon,1ère main,Jendouba,Blanc,Noir,Tissu,5,5,999.0,"ABS, Airbags frontaux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, ESP, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/dacia/sandero-stepway/122916
Jeep Renegade Limited 1.4 Turbo 4x2 140 cv Boîte auto,76000 DT,Jeep,Renegade,81 000,1.202,Essence,Automatique,8.0,140.0,Traction,SUV,Très bon,,Ariana,Blanc,Noir,Tissu,5,5,1368.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Jantes en alliage, Ordinateur de bord, Régulateur de vitesse, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/jeep/renegade/122915
KIA Picanto Populaire 1.0 MPi 12V 69 cv,32500 DT,KIA,Picanto,74 000,10.2017,Essence,Manuelle,4.0,69.0,Traction,Citadine,Très bon,1ère main,Ariana,Noir,Noir,Tissu,5,5,998.0,"ABS, Android Auto, Apple Carplay, Bluetooth, Climatisation, Direction assistée, Fermeture centralisée, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/kia/picanto/122911
KIA Sportage 2.0 CRDi 4x4 177 cv Boîte auto,76000 DT,KIA,Sportage,82 000,6.2015,Diesel,Automatique,11.0,177.0,Intégrale,SUV,Très bon,1ère main,Tunis,Noir,Noir,Cuir,5,5,1998.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Climatisation, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Sièges électriques, Toit ouvrant, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/kia/sportage/122559
Hyundai Grand i10 Populaire 1.0 65cv populaire,42500 DT,Hyundai,Grand i10,65 000,12.2023,Essence,Manuelle,4.0,65.0,Traction,Citadine,Très bon,1ère main,Tunis,Vert,Noir,Tissu,5,5,998.0,"ABS, Airbags frontaux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Direction assistée, ESP, Fermeture centralisée, Jantes en alliage, Ordinateur de bord, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/122905
Ford Fiesta Titanium Plus 1.25 i 16V 82 cv,35000 DT,Ford,Fiesta,154 000,10.2014,Essence,Manuelle,5.0,82.0,Traction,Citadine,Très bon,1ère main,Tunis,Aubergine,Noir,Tissu,5,5,1242.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/ford/fiesta/122902
Fiat 500 1.2 L 69 cv Boîte auto,36000 DT,Fiat,500,170 000,2.2017,Essence,Automatique,4.0,69.0,Traction,Citadine,Très bon,1ère main,Tunis,Blanc,Beige,Tissu,4,2,1242.0,"ABS, Bluetooth, Climatisation, Climatisation automatique, Fermeture centralisée, Feux à LED, Jantes en alliage, Radar de recul, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/fiat/500/122901
GWM Haval H6 Luxury 1.5 T 143cv boite auto,68400 DT,GWM,Haval H6,100 000,12.2019,Essence,Automatique,9.0,143.0,Traction,SUV,Très bon,1ère main,Tunis,Blanc,Marron,Cuir,5,5,1499.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/great-wall/h6/122899
Wallyscar 619 1.3 L 71 cv,21500 DT,Wallyscar,619,56 000,6.2021,Essence,Manuelle,5.0,71.0,Traction,SUV,Très bon,,Tunis,Gris,Gris,Similicuir,5,5,1323.0,"ABS, Airbags frontaux, Bluetooth, Climatisation, Direction assistée, Radar de recul",30.01.2026,https://www.automobile.tn/fr/occasion/wallyscar/619/122362
DS 7 Crossback Performance-Line 1.6 l THP 165 165 cv Boîte auto,88000 DT,DS,7 Crossback,154 000,9.202,Essence,Automatique,10.0,165.0,Traction,SUV,Très bon,1ère main,Tunis,Gris,Gris,Alcantara,5,5,1598.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges électriques, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/ds/7-crossback/122897
Mercedes-Benz Classe G AMG,265000 DT,Mercedes-Benz,Classe G,38 000,3.201,Diesel,Automatique,16.0,286.0,Traction,SUV,Très bon,1ère main,Sousse,Noir,Marron,Cuir,5,5,2987.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-g/122894
Mercedes-Benz Classe E Elegance 220 d 2.0 d 16V 9G-TRONIC 163 cv Boîte auto,149500 DT,Mercedes-Benz,Classe E,52 000,9.202,Diesel,Automatique,9.0,163.0,Traction,Berline,Très bon,1ère main,Sousse,Gris,Noir,Cuir,5,5,2143.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/121741
Mercedes-Benz Classe C AMG 300 2.0 i 16V 7G-TRONIC 245 cv Boîte auto,92000 DT,Mercedes-Benz,Classe C,140 000,4.2015,Essence,Automatique,15.0,245.0,Intégrale,Berline,Très bon,,Ariana,Noir,Beige,Cuir,5,5,1991.0,"Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Navigation, Sièges chauffants, Sièges électriques, Toit ouvrant",30.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/122254
Peugeot 208 Active 1.2 VTi 12V 82 cv,25000 DT,Peugeot,208,143 000,4.2013,Essence,Manuelle,5.0,82.0,Traction,Berline,Très bon,1ère main,Tunis,Gris,Gris,Tissu,5,5,1199.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Radar de recul, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/peugeot/208/122893
Toyota RAV 4 épave 2.5 VVT-iE 16V 222 Hybrid AWD-I E-CVT 177 cv Boîte auto,24700 DT,Toyota,RAV 4,100 000,1.2022,Hybride,Automatique,9.0,177.0,Intégrale,SUV,,1ère main,Gabes,Gris,Noir,Cuir,5,5,2400.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/toyota/rav-4/119687
KIA Sorento 7 places 3.5 i V6 AWD Break 24V 278 cv Boîte auto,45000 DT,KIA,Sorento,162 000,2.2014,Essence,Automatique,18.0,278.0,Intégrale,SUV,Très bon,1ère main,Tunis,Gris,Beige,Cuir,7,5,3470.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/kia/sorento/120179
Renault Megane Sedan GrandCoupe 1.2 TCe 16V 130 cv,41800 DT,Renault,Megane Sedan,160 000,5.2019,Essence,Manuelle,7.0,130.0,Traction,Berline,Très bon,,Ben Arous,Aubergine,Noir,Tissu,5,4,1197.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/renault/megane-sedan/122891
Peugeot 3008 1.5 BlueHDi EAT8 S&S 130 cv Boîte auto,74000 DT,Peugeot,3008,181 000,8.2018,Diesel,Automatique,6.0,130.0,Traction,SUV,Très bon,,Monastir,Noir,Gris,Cuir,5,4,4000.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Direction assistée, Feux à LED, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/peugeot/3008/121795
Audi A4 Business Line Plus 2.0 TDi 16V FAP 143 cv,45000 DT,Audi,A4,224 307,5.2011,Diesel,Manuelle,8.0,143.0,Traction,Berline,Très bon,,Tunis,Noir,Noir,Tissu,5,5,1968.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/audi/a4/122888
Citroën C4 Seduction 1.4 VTi 16V 95 cv,34000 DT,et du,C4,184 500,4.2012,Essence,Manuelle,6.0,95.0,Traction,Berline,Moyen,,Sousse,Blanc,Noir,Tissu,5,5,1397.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Direction assistée, Fermeture centralisée, Jantes en alliage, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/citroen/c4/122887
Citroën C1 1.0 VTi 12V 69 cv,22500 DT,et du,C1,155 000,6.2014,Essence,Manuelle,4.0,69.0,Traction,Citadine,,1ère main,Tunis,Gris,Noir,Tissu,4,5,998.0,"Airbags frontaux, Climatisation, Direction assistée, Fermeture centralisée, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/citroen/c1/122518
Mercedes-Benz GLC AMG 200 2.0 i 16V EQ Boost 4MATIC 9G-TRONIC 204 cv Boîte auto,278000 DT,Mercedes-Benz,GLC,10 000,3.2025,Hybride,Automatique,12.0,204.0,Intégrale,SUV,Très bon,1ère main,Ariana,Noir,Noir,Cuir,5,5,1999.0,"ABS, Airbags frontaux, Airbags latéraux, Android Auto, Apple Carplay, Bluetooth, Caméra de recul, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Navigation, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Sièges électriques, Toit ouvrant, Toit panoramique, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/mercedes-benz/glc/122561
Ssangyong Tivoli Classic 160 1.6 e-XDi 16V 2WD 115 cv,44000 DT,Ssangyong,Tivoli,196 000,11.2015,Diesel,Manuelle,6.0,115.0,Traction,SUV,Très bon,,Tunis,Noir,Beige,Tissu,5,5,1597.0,"ABS, Airbags frontaux, Airbags latéraux, Bluetooth, Climatisation, Climatisation automatique, Direction assistée, Fermeture centralisée, Feux à LED, Jantes en alliage, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges chauffants, Vitres électriques",30.01.2026,https://www.automobile.tn/fr/occasion/ssangyong/tivoli/121829
